"CONCAT('[',num.LAT,',',num.LON,'],')"
"[43.59996177,1.445241804],"
"[43.59827083,1.448703712],"
"[43.59949313,1.442528519],"
"[43.60266737,1.446275425],"
"[43.59437053,1.446523736],"
"[43.59616414,1.449364191],"
"[43.60615522,1.447908673],"
"[43.60878265,1.437125154],"
"[43.59956597,1.445264272],"
"[43.60445539,1.446688282],"
"[43.60307535,1.445819069],"
"[43.60349146,1.441955751],"
"[43.60024907,1.442509232],"
"[43.59820416,1.449101793],"
"[43.60635157,1.442427851],"
"[43.60979252,1.439242674],"
"[43.61103993,1.439619636],"
"[43.60205199,1.439353870],"
"[43.60449778,1.439142677],"
"[43.60329333,1.445293217],"
"[43.59924049,1.445829990],"
"[43.59781284,1.449458571],"
"[43.60303701,1.442301829],"
"[43.60405090,1.447404707],"
"[43.59973159,1.447539337],"
"[43.59852434,1.451496766],"
"[43.60015819,1.448469937],"
"[43.61057197,1.439631600],"
"[43.59756390,1.448350067],"
"[43.60563013,1.446348673],"
"[43.59506960,1.448301984],"
"[43.59633280,1.449186494],"
"[43.59872449,1.440937791],"
"[43.60045021,1.446753033],"
"[43.60532983,1.442763637],"
"[43.59657498,1.440422893],"
"[43.60117229,1.451590636],"
"[43.60491130,1.437100391],"
"[43.59994860,1.442925685],"
"[43.60632971,1.447495408],"
"[43.59670918,1.442364194],"
"[43.60945983,1.443946762],"
"[43.59713496,1.441226123],"
"[43.59716161,1.447889590],"
"[43.60579793,1.441426109],"
"[43.60503796,1.440479211],"
"[43.60899003,1.443822457],"
"[43.59653638,1.444239005],"
"[43.59950248,1.443890891],"
"[43.60435226,1.438365931],"
"[43.59535214,1.445210559],"
"[43.60079686,1.442408543],"
"[43.59624774,1.444196814],"
"[43.59981857,1.447983072],"
"[43.60143816,1.444572425],"
"[43.61003259,1.442358692],"
"[43.59617951,1.440470156],"
"[43.60205748,1.449796717],"
"[43.59508266,1.443247974],"
"[43.60164126,1.447627036],"
"[43.60567996,1.442692761],"
"[43.60499020,1.444283696],"
"[43.60361479,1.442423355],"
"[43.60143049,1.444671723],"
"[43.59513980,1.446826209],"
"[43.60494169,1.446031707],"
"[43.61019737,1.440558003],"
"[43.60347369,1.450008514],"
"[43.59699727,1.440362558],"
"[43.60163755,1.439996244],"
"[43.60496034,1.446749763],"
"[43.60814927,1.438219227],"
"[43.59892913,1.440759143],"
"[43.59966323,1.448482517],"
"[43.59825374,1.445421563],"
"[43.60157048,1.445039790],"
"[43.60483736,1.442293051],"
"[43.61104167,1.437748743],"
"[43.60562522,1.436636121],"
"[43.60677252,1.446951425],"
"[43.59901034,1.450815527],"
"[43.60247054,1.437683179],"
"[43.60336426,1.448561881],"
"[43.60822693,1.443978193],"
"[43.59609851,1.440472225],"
"[43.60673770,1.442356053],"
"[43.60007657,1.447084615],"
"[43.59802076,1.444832917],"
"[43.60225292,1.444241966],"
"[43.60895237,1.443699524],"
"[43.59979423,1.440823758],"
"[43.60859673,1.445368747],"
"[43.59453028,1.449034100],"
"[43.59710997,1.447395429],"
"[43.60947566,1.444454324],"
"[43.60515063,1.448181988],"
"[43.59944847,1.442554433],"
"[43.59536394,1.447427447],"
"[43.61024601,1.440160294],"
"[43.59308565,1.443360825],"
"[43.60983701,1.439204368],"
"[43.60155248,1.445040248],"
"[43.60293875,1.436358059],"
"[43.60153446,1.446378587],"
"[43.60441872,1.446639662],"
"[43.60533213,1.437597548],"
"[43.59637771,1.442484132],"
"[43.59650517,1.441254590],"
"[43.60388317,1.436296701],"
"[43.59714825,1.448905654],"
"[43.60496103,1.445461345],"
"[43.60092168,1.442318644],"
"[43.60826437,1.440743670],"
"[43.59883281,1.451674750],"
"[43.60107358,1.439564699],"
"[43.60835691,1.442934190],"
"[43.59476667,1.442512846],"
"[43.60334111,1.440819878],"
"[43.60265637,1.442113334],"
"[43.60078204,1.450683852],"
"[43.60197542,1.447036309],"
"[43.60382336,1.449231565],"
"[43.60609390,1.447365130],"
"[43.59453369,1.442593108],"
"[43.60780365,1.438624521],"
"[43.60435523,1.437919873],"
"[43.60085908,1.449715661],"
"[43.60826243,1.444609135],"
"[43.60528844,1.448389089],"
"[43.61010222,1.440845393],"
"[43.60589095,1.443653694],"
"[43.59663589,1.450305990],"
"[43.60718651,1.445602888],"
"[43.59719533,1.443701962],"
"[43.59550412,1.443125747],"
"[43.59613806,1.446751266],"
"[43.60337864,1.442268335],"
"[43.59417156,1.445785622],"
"[43.60931749,1.442736233],"
"[43.59761509,1.441449216],"
"[43.59755829,1.443246778],"
"[43.60747797,1.446524639],"
"[43.60480534,1.441253238],"
"[43.60402559,1.446860267],"
"[43.60452049,1.440157945],"
"[43.59863287,1.442822985],"
"[43.60213482,1.449522219],"
"[43.59568122,1.448261665],"
"[43.60743483,1.443985997],"
"[43.60165076,1.447663958],"
"[43.60800963,1.438544917],"
"[43.60004143,1.445140675],"
"[43.59927898,1.442670243],"
"[43.60298686,1.443925947],"
"[43.60066027,1.449658773],"
"[43.60810859,1.442544073],"
"[43.60587467,1.439107468],"
"[43.59919816,1.442684692],"
"[43.60924285,1.444546983],"
"[43.60329467,1.443385410],"
"[43.59867821,1.444184421],"
"[43.60263449,1.448518489],"
"[43.60144415,1.443011415],"
"[43.60370667,1.449928269],"
"[43.60540165,1.442749416],"
"[43.60718449,1.442109262],"
"[43.60700920,1.445136626],"
"[43.59290267,1.444480233],"
"[43.60222860,1.438432647],"
"[43.60661305,1.442458345],"
"[43.60531650,1.445786782],"
"[43.60210420,1.440554162],"
"[43.60524883,1.442765703],"
"[43.60291762,1.448820994],"
"[43.60307196,1.448247220],"
"[43.59902746,1.440707083],"
"[43.59725547,1.446834317],"
"[43.60155345,1.441769848],"
"[43.59821858,1.444146586],"
"[43.59795810,1.444190386],"
"[43.60156864,1.445572511],"
"[43.60188227,1.442789646],"
